Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Series A - Woebot Labs,https://www.crunchbase.com/funding_round/woebot-labs-series-a--f7b68c62,Woebot Labs,https://www.crunchbase.com/organization/woebot-labs,Series A,"$8,000,000","Mar 1, 2018",Early Stage Venture,,Yes,2,
Series A - Smartcar,https://www.crunchbase.com/funding_round/smartcar-series-a--0661728a,Smartcar,https://www.crunchbase.com/organization/smartcar,Series A,"$10,000,000","Mar 1, 2018",Early Stage Venture,,Yes,2,1
Series D - Collective Health,https://www.crunchbase.com/funding_round/collectivehealth-series-d--19a80441,Collective Health,https://www.crunchbase.com/organization/collectivehealth,Series D,"$110,000,000","Feb 28, 2018",Late Stage Venture,,Yes,6,
Series A - Senti Biosciences,https://www.crunchbase.com/funding_round/senti-biosciences-series-a--e3d478ee,Senti Biosciences,https://www.crunchbase.com/organization/senti-biosciences,Series A,"$53,000,000","Feb 27, 2018",Early Stage Venture,,Yes,11,
Series A - Greenlight Financial Technology,https://www.crunchbase.com/funding_round/greenlight-4-series-a--da236263,Greenlight Financial Technology,https://www.crunchbase.com/organization/greenlight-4,Series A,"$16,000,000","Feb 21, 2018",Early Stage Venture,,Yes,9,
Series A - Lyric,https://www.crunchbase.com/funding_round/lyric-series-a--7afe8762,Lyric,https://www.crunchbase.com/organization/lyric,Series A,"$15,500,000","Feb 20, 2018",Early Stage Venture,,Yes,4,
Series C - DataVisor,https://www.crunchbase.com/funding_round/datavisor-series-c--a3f586c7,DataVisor,https://www.crunchbase.com/organization/datavisor,Series C,"$40,000,000","Feb 9, 2018",Late Stage Venture,,Yes,3,2
Series A - Xoc Pharmaceuticals,https://www.crunchbase.com/funding_round/xoc-pharmaceuticals-series-a--8866e23b,Xoc Pharmaceuticals,https://www.crunchbase.com/organization/xoc-pharmaceuticals,Series A,"$30,000,000","Feb 6, 2018",Early Stage Venture,,Yes,1,1
Series A - Drop,https://www.crunchbase.com/funding_round/drop-loyalty-series-a--3982842d,Drop,https://www.crunchbase.com/organization/drop-loyalty,Series A,"$21,000,000","Jan 31, 2018",Early Stage Venture,,Yes,3,
Series C - FIRE1,https://www.crunchbase.com/funding_round/fire1-series-c--148daa66,FIRE1,https://www.crunchbase.com/organization/fire1,Series C,"€40,000,000","Jan 30, 2018",Late Stage Venture,,Yes,6,1
Seed Round - Aquabyte,https://www.crunchbase.com/funding_round/aquabyte-seed--7a59f08e,Aquabyte,https://www.crunchbase.com/organization/aquabyte,Seed,"$3,500,000","Jan 30, 2018",Seed,,Yes,7,3
Series B - Logikcull,https://www.crunchbase.com/funding_round/logikcull-series-b--7de74ee2,Logikcull,https://www.crunchbase.com/organization/logikcull,Series B,"$25,000,000","Jan 29, 2018",Early Stage Venture,,Yes,3,1
Series B - Igneous Systems,https://www.crunchbase.com/funding_round/igneous-systems-series-b--07911ae7,Igneous Systems,https://www.crunchbase.com/organization/igneous-systems,Series B,"$15,000,000","Jan 29, 2018",Early Stage Venture,,Yes,5,
Venture Round - Tigera,https://www.crunchbase.com/funding_round/tigera-series-unknown--1c3fe721,Tigera,https://www.crunchbase.com/organization/tigera,Venture - Series Unknown,"$10,000,000","Jan 25, 2018",,,Yes,3,1
Venture Round - Vizbee,https://www.crunchbase.com/funding_round/vizbee-series-unknown--e29e2f72,Vizbee,https://www.crunchbase.com/organization/vizbee,Venture - Series Unknown,,"Jan 25, 2018",,,Yes,6,
Series A - Timescale,https://www.crunchbase.com/funding_round/timescaledb-series-a--c87c97fb,Timescale,https://www.crunchbase.com/organization/timescaledb,Series A,"$12,400,000","Jan 24, 2018",Early Stage Venture,,Yes,11,2
Seed Round - FINERY,https://www.crunchbase.com/funding_round/ffinery-seed--655e9ccf,FINERY,https://www.crunchbase.com/organization/ffinery,Seed,"$5,000,000","Jan 15, 2018",Seed,,Yes,7,
Corporate Round - Pager,https://www.crunchbase.com/funding_round/pager-corporate-round--984dda87,Pager,https://www.crunchbase.com/organization/pager,Corporate Round,,"Jan 11, 2018",,,No,6,
Series C - Metavention,https://www.crunchbase.com/funding_round/metavention-series-c--5aa07d06,Metavention,https://www.crunchbase.com/organization/metavention,Series C,"$65,000,000","Jan 8, 2018",Late Stage Venture,,Yes,5,
Venture Round - IDfy,https://www.crunchbase.com/funding_round/idfy-series-unknown--8d6e12c6,IDfy,https://www.crunchbase.com/organization/idfy,Venture - Series Unknown,"$3,000,000","Jan 5, 2018",,,Yes,3,
Series B - Personal Genome Diagnostics (PGD),https://www.crunchbase.com/funding_round/personal-genome-diagnostics-pgd-series-b--8cc842e6,Personal Genome Diagnostics (PGD),https://www.crunchbase.com/organization/personal-genome-diagnostics-pgd,Series B,"$75,000,000","Jan 4, 2018",Early Stage Venture,,Yes,7,
Series D - Centrexion,https://www.crunchbase.com/funding_round/centrexion-series-d--0834da90,Centrexion,https://www.crunchbase.com/organization/centrexion,Series D,"$67,000,000","Jan 2, 2018",Late Stage Venture,,Yes,3,1
Series A - One Concern,https://www.crunchbase.com/funding_round/oneconcern-series-a--bb6e9643,One Concern,https://www.crunchbase.com/organization/oneconcern,Series A,"$20,000,000","Dec 19, 2017",Early Stage Venture,,Yes,12,
Series B - Fyusion,https://www.crunchbase.com/funding_round/fyusion-series-b--6215e198,Fyusion,https://www.crunchbase.com/organization/fyusion,Series B,"$22,000,000","Dec 18, 2017",Early Stage Venture,,Yes,6,
Seed Round - Curisium,https://www.crunchbase.com/funding_round/curisium-seed--57be7e7b,Curisium,https://www.crunchbase.com/organization/curisium,Seed,"$3,500,000","Dec 14, 2017",Seed,,Yes,5,2
Series B - Allakos,https://www.crunchbase.com/funding_round/allakos-series-b--5a566ede,Allakos,https://www.crunchbase.com/organization/allakos,Series B,"$100,000,000","Dec 13, 2017",Early Stage Venture,,Yes,10,1
Series B - Pionyr Immunotherapeutics,https://www.crunchbase.com/funding_round/pionyr-immunotherapeutics-series-b--acb42885,Pionyr Immunotherapeutics,https://www.crunchbase.com/organization/pionyr-immunotherapeutics,Series B,"$62,000,000","Dec 13, 2017",Early Stage Venture,,Yes,7,
Seed Round - Lily,https://www.crunchbase.com/funding_round/onelook-2-seed--0c882a05,Lily,https://www.crunchbase.com/organization/onelook-2,Seed,"$2,000,000","Dec 13, 2017",Seed,,Yes,8,
Series B - MindTickle,https://www.crunchbase.com/funding_round/mindtickle-series-b--bfb67743,MindTickle,https://www.crunchbase.com/organization/mindtickle,Series B,"$27,000,000","Dec 12, 2017",Early Stage Venture,,Yes,4,1
Corporate Round - Genies,https://www.crunchbase.com/funding_round/blend-systems-corporate-round--950a9a3c,Genies,https://www.crunchbase.com/organization/blend-systems,Corporate Round,"$3,000,000","Dec 8, 2017",,"$97,000,000",No,17,
Series B - Metacrine,https://www.crunchbase.com/funding_round/metacrine-series-b--d61a86c8,Metacrine,https://www.crunchbase.com/organization/metacrine,Series B,"$22,000,000","Dec 7, 2017",Early Stage Venture,,Yes,5,
Seed Round - Akouos,https://www.crunchbase.com/funding_round/akouos-seed--b7ab16b0,Akouos,https://www.crunchbase.com/organization/akouos,Seed,"$7,500,000","Nov 30, 2017",Seed,,Yes,3,2
Series B - The.Wing,https://www.crunchbase.com/funding_round/the-wing-series-b--5cdd3eff,The.Wing,https://www.crunchbase.com/organization/the-wing,Series B,"$32,000,000","Nov 21, 2017",Early Stage Venture,,Yes,2,
Series A - Inozyme ,https://www.crunchbase.com/funding_round/inozyme-series-a--f08800fb,Inozyme ,https://www.crunchbase.com/organization/inozyme,Series A,"$49,000,000","Nov 15, 2017",Early Stage Venture,,Yes,4,
Seed Round - WireWheel.io,https://www.crunchbase.com/funding_round/wirewheel-io-seed--505b6575,WireWheel.io,https://www.crunchbase.com/organization/wirewheel-io,Seed,"$3,100,000","Nov 14, 2017",Seed,,Yes,4,1
Series C - ThreatQuotient,https://www.crunchbase.com/funding_round/threatq-series-c--92150464,ThreatQuotient,https://www.crunchbase.com/organization/threatq,Series C,"$30,000,000","Nov 13, 2017",Late Stage Venture,,Yes,5,1
Series A - Oyster Point Pharmaceuticals,https://www.crunchbase.com/funding_round/oyster-point-pharmaceuticals-series-a--11dd497a,Oyster Point Pharmaceuticals,https://www.crunchbase.com/organization/oyster-point-pharmaceuticals,Series A,"$22,000,000","Nov 7, 2017",Early Stage Venture,,Yes,2,
Series B - Tuya ,https://www.crunchbase.com/funding_round/tuya-e15f-series-b--de80161f,Tuya ,https://www.crunchbase.com/organization/tuya-e15f,Series B,,"Oct 27, 2017",Early Stage Venture,,Yes,5,
Seed Round - Scoutible,https://www.crunchbase.com/funding_round/scoutible-seed--2fe0cc88,Scoutible,https://www.crunchbase.com/organization/scoutible,Seed,"$5,000,000","Oct 25, 2017",Seed,,Yes,7,1
Series A - Ursa Space Systems,https://www.crunchbase.com/funding_round/ursa-space-systems-series-a--50d34462,Ursa Space Systems,https://www.crunchbase.com/organization/ursa-space-systems,Series A,"$7,000,000","Oct 25, 2017",Early Stage Venture,,Yes,4,
Series A - Zero,https://www.crunchbase.com/funding_round/zero-6-series-a--594fa41c,Zero,https://www.crunchbase.com/organization/zero-6,Series A,"$8,500,000","Oct 23, 2017",Early Stage Venture,,Yes,4,4
Series C - Eargo,https://www.crunchbase.com/funding_round/aria-innovations-series-c--23a9a4d7,Eargo,https://www.crunchbase.com/organization/aria-innovations,Series C,"$45,000,000","Oct 19, 2017",Late Stage Venture,,Yes,4,
Venture Round - Coda,https://www.crunchbase.com/funding_round/coda-add7-series-unknown--d92ebd11,Coda,https://www.crunchbase.com/organization/coda-add7,Venture - Series Unknown,"$60,000,000","Oct 19, 2017",,,Yes,6,2
Seed Round - Feather,https://www.crunchbase.com/funding_round/feather-2-seed--cb4aa111,Feather,https://www.crunchbase.com/organization/feather-2,Seed,"$3,500,000","Oct 19, 2017",Seed,,Yes,7,
Series A - Built Robotics ,https://www.crunchbase.com/funding_round/built-robotics-series-a--74fb461c,Built Robotics ,https://www.crunchbase.com/organization/built-robotics,Series A,"$15,000,000","Oct 19, 2017",Early Stage Venture,,Yes,4,1
Venture Round - Cydan,https://www.crunchbase.com/funding_round/cydan-series-unknown--8aa4534f,Cydan,https://www.crunchbase.com/organization/cydan,Venture - Series Unknown,"$34,000,000","Oct 17, 2017",,,Yes,5,
Venture Round - Reachify,https://www.crunchbase.com/funding_round/reachify-series-unknown--832025b9,Reachify,https://www.crunchbase.com/organization/reachify,Venture - Series Unknown,"$1,500,000","Oct 2, 2017",,,Yes,5,1
Series C - Tempus,https://www.crunchbase.com/funding_round/tempus-3-series-c--96c29da5,Tempus,https://www.crunchbase.com/organization/tempus-3,Series C,"$70,000,000","Sep 25, 2017",Late Stage Venture,"$630,000,000",Yes,2,1
Series A - Evident ID,https://www.crunchbase.com/funding_round/evident-id-series-a--cbfd955e,Evident ID,https://www.crunchbase.com/organization/evident-id,Series A,"$8,800,000","Sep 19, 2017",Early Stage Venture,,Yes,4,1
Series C - Raise Marketplace,https://www.crunchbase.com/funding_round/raise-marketplace-series-c--717f31bd,Raise Marketplace,https://www.crunchbase.com/organization/raise-marketplace,Series C,"$60,000,000","Sep 19, 2017",Late Stage Venture,,Yes,4,
Series A - Matroid,https://www.crunchbase.com/funding_round/matroid-series-a--f94bf3ed,Matroid,https://www.crunchbase.com/organization/matroid,Series A,"$10,000,000","Sep 18, 2017",Early Stage Venture,"$3,500,000",Yes,2,1
Seed Round - Swirlds,https://www.crunchbase.com/funding_round/swirlds-seed--1f42eb82,Swirlds,https://www.crunchbase.com/organization/swirlds,Seed,"$3,000,000","Sep 14, 2017",Seed,,Yes,1,
"Venture Round - MapR Technologies, Inc.",https://www.crunchbase.com/funding_round/mapr-technologies-series-unknown--82f58101,"MapR Technologies, Inc.",https://www.crunchbase.com/organization/mapr-technologies,Venture - Series Unknown,"$56,000,000","Sep 5, 2017",,,Yes,7,4
Venture Round - Runtime,https://www.crunchbase.com/funding_round/runtime-2-series-unknown--e0f5f983,Runtime,https://www.crunchbase.com/organization/runtime-2,Venture - Series Unknown,"$7,500,000","Sep 5, 2017",,,Yes,3,3
Seed Round - SafeTrek,https://www.crunchbase.com/funding_round/safetrek-seed--65f5b67f,SafeTrek,https://www.crunchbase.com/organization/safetrek,Seed,"$3,200,000","Aug 30, 2017",Seed,,Yes,6,2
"Series B - Qadium, Inc.",https://www.crunchbase.com/funding_round/qadium-solutions-series-b--47d758de,"Qadium, Inc.",https://www.crunchbase.com/organization/qadium-solutions,Series B,"$40,000,000","Aug 30, 2017",Early Stage Venture,,Yes,5,4
"Seed Round - Bestow, Inc.",https://www.crunchbase.com/funding_round/bestow-inc-seed--61b0576f,"Bestow, Inc.",https://www.crunchbase.com/organization/bestow-inc,Seed,"$2,500,000","Aug 29, 2017",Seed,,Yes,5,1
Series D - SetPoint Medical,https://www.crunchbase.com/funding_round/setpoint-medical-series-d--291c7446,SetPoint Medical,https://www.crunchbase.com/organization/setpoint-medical,Series D,"$30,000,000","Aug 28, 2017",Late Stage Venture,,Yes,6,1
Series D - Databricks,https://www.crunchbase.com/funding_round/databricks-series-d--b1fc0b37,Databricks,https://www.crunchbase.com/organization/databricks,Series D,"$140,000,000","Aug 22, 2017",Late Stage Venture,,Yes,4,2
Series B - Stride Health,https://www.crunchbase.com/funding_round/stride-health-series-b--4307c59d,Stride Health,https://www.crunchbase.com/organization/stride-health,Series B,"$23,500,000","Aug 22, 2017",Early Stage Venture,,Yes,4,3
Series A - VividCortex,https://www.crunchbase.com/funding_round/vividcortex-series-a--eb8a8d29,VividCortex,https://www.crunchbase.com/organization/vividcortex,Series A,"$8,500,000","Aug 16, 2017",Early Stage Venture,,Yes,4,1
Seed Round - IOpipe,https://www.crunchbase.com/funding_round/iopipe-seed--ffb01c05,IOpipe,https://www.crunchbase.com/organization/iopipe,Seed,"$2,500,000","Aug 14, 2017",Seed,,Yes,5,
Series C - Amplyx Pharmaceuticals,https://www.crunchbase.com/funding_round/amplyx-pharmaceuticals-series-c--c6a78ea8,Amplyx Pharmaceuticals,https://www.crunchbase.com/organization/amplyx-pharmaceuticals,Series C,"$67,000,000","Aug 1, 2017",Late Stage Venture,,Yes,9,2
Series A - UnifyID,https://www.crunchbase.com/funding_round/unifyid-series-a--9b3b0871,UnifyID,https://www.crunchbase.com/organization/unifyid,Series A,"$20,000,000","Aug 1, 2017",Early Stage Venture,,Yes,4,2
Series B - Juvo,https://www.crunchbase.com/funding_round/juvo-mobile-inc-series-b--2de9fa18,Juvo,https://www.crunchbase.com/organization/juvo-mobile-inc,Series B,"$40,000,000","Aug 1, 2017",Early Stage Venture,,Yes,5,1
"Series B - SyncHR, Inc.",https://www.crunchbase.com/funding_round/synchr-series-b--3bc6566d,"SyncHR, Inc.",https://www.crunchbase.com/organization/synchr,Series B,"$16,000,000","Jul 27, 2017",Early Stage Venture,,Yes,7,2
Series C - DataRobot,https://www.crunchbase.com/funding_round/datarobot-series-c--e664829f,DataRobot,https://www.crunchbase.com/organization/datarobot,Series C,"$67,180,000","Jul 27, 2017",Late Stage Venture,"$67,180,000",Yes,1,1
"Series B - IonQ, Inc",https://www.crunchbase.com/funding_round/ionq-inc-series-b--8621b865,"IonQ, Inc",https://www.crunchbase.com/organization/ionq-inc,Series B,"$20,000,000","Jul 26, 2017",Early Stage Venture,,Yes,3,2
Series C - Complexa,https://www.crunchbase.com/funding_round/complexa-series-c--1b4de8cc,Complexa,https://www.crunchbase.com/organization/complexa,Series C,"$62,000,000","Jul 26, 2017",Late Stage Venture,,Yes,5,2
Series C - Trevi Therapeutics,https://www.crunchbase.com/funding_round/trevi-therapeutics-series-c--d978ca13,Trevi Therapeutics,https://www.crunchbase.com/organization/trevi-therapeutics,Series C,"$50,500,000","Jul 20, 2017",Late Stage Venture,,Yes,5,3
Series D - Desktop Metal,https://www.crunchbase.com/funding_round/desktop-metal-series-d--227772a7,Desktop Metal,https://www.crunchbase.com/organization/desktop-metal,Series D,"$115,000,000","Jul 17, 2017",Late Stage Venture,"$885,000,000",Yes,14,2
Series B - Brandless,https://www.crunchbase.com/funding_round/brandless-series-b--c94a7f5b,Brandless,https://www.crunchbase.com/organization/brandless,Series B,"$35,000,000","Jul 17, 2017",Early Stage Venture,,Yes,6,1
Series B - Framebridge,https://www.crunchbase.com/funding_round/framebridge-series-b--c32a8321,Framebridge,https://www.crunchbase.com/organization/framebridge,Series B,"$16,700,000","Jul 13, 2017",Early Stage Venture,,Yes,5,2
Series C - MOVE Guides,https://www.crunchbase.com/funding_round/move-guides-series-c--47765e34,MOVE Guides,https://www.crunchbase.com/organization/move-guides,Series C,"$48,000,000","Jul 11, 2017",Late Stage Venture,,Yes,4,3
Series A - Sitetracker,https://www.crunchbase.com/funding_round/sitetraker-series-a--8efd3c4a,Sitetracker,https://www.crunchbase.com/organization/sitetraker,Series A,"$11,000,000","Jul 11, 2017",Early Stage Venture,,Yes,1,1
Series C - Transfix,https://www.crunchbase.com/funding_round/transfix-series-c--b4b0a9ff,Transfix,https://www.crunchbase.com/organization/transfix,Series C,"$42,000,000","Jul 11, 2017",Late Stage Venture,,Yes,3,3
Series C - Nightstar Therapeutics,https://www.crunchbase.com/funding_round/nightstarx-series-c--974bbfa6,Nightstar Therapeutics,https://www.crunchbase.com/organization/nightstarx,Series C,"$45,000,000","Jun 30, 2017",Late Stage Venture,,Yes,4,1
Series B - Swift Navigation,https://www.crunchbase.com/funding_round/swift-navigation-inc-series-b--33d499bd,Swift Navigation,https://www.crunchbase.com/organization/swift-navigation-inc,Series B,"$34,000,000","Jun 28, 2017",Early Stage Venture,,Yes,3,1
Series B - Drive.ai,https://www.crunchbase.com/funding_round/drive-ai-series-b--e23e958e,Drive.ai,https://www.crunchbase.com/organization/drive-ai,Series B,"$50,000,000","Jun 27, 2017",Early Stage Venture,,Yes,4,2
Angel Round - Stayawhile,https://www.crunchbase.com/funding_round/stayawhile-inc-angel--b27e723a,Stayawhile,https://www.crunchbase.com/organization/stayawhile-inc,Angel,"$1,500,000","Jun 26, 2017",Seed,,Yes,3,
Series A - Nuvolo,https://www.crunchbase.com/funding_round/nuvolo-technologies-series-a--29fce14e,Nuvolo,https://www.crunchbase.com/organization/nuvolo-technologies,Series A,"$10,000,000","Jun 22, 2017",Early Stage Venture,,Yes,3,1
Series C - Movius Interactive,https://www.crunchbase.com/funding_round/movius-interactive-series-c--74297a5f,Movius Interactive,https://www.crunchbase.com/organization/movius-interactive,Series C,"$15,120,800","Jun 20, 2017",Late Stage Venture,,Yes,3,
Venture Round - Aera Technology,https://www.crunchbase.com/funding_round/fusionops-series-unknown--2bc72d00,Aera Technology,https://www.crunchbase.com/organization/fusionops,Venture - Series Unknown,"$50,000,000","Jun 19, 2017",,,Yes,1,1
Series C - Casper,https://www.crunchbase.com/funding_round/casper-series-c--3c5eedb8,Casper,https://www.crunchbase.com/organization/casper,Series C,"$170,000,000","Jun 18, 2017",Late Stage Venture,"$750,000,000",Yes,14,6
Series A - Atrium LTS,https://www.crunchbase.com/funding_round/atrium-lts-series-a--8f3868a1,Atrium LTS,https://www.crunchbase.com/organization/atrium-lts,Series A,"$10,500,000","Jun 15, 2017",Early Stage Venture,,Yes,92,7
Venture Round - Conviva,https://www.crunchbase.com/funding_round/conviva-series-unknown--c3f5a8fe,Conviva,https://www.crunchbase.com/organization/conviva,Venture - Series Unknown,"$40,000,000","Jun 15, 2017",,"$260,000,000",Yes,4,3
Series A - MoneyTap,https://www.crunchbase.com/funding_round/moneytap-2-series-a--160e8b34,MoneyTap,https://www.crunchbase.com/organization/moneytap-2,Series A,"$12,300,000","Jun 14, 2017",Early Stage Venture,,Yes,3,
Series A - Instabase,https://www.crunchbase.com/funding_round/instabase-series-a--50586716,Instabase,https://www.crunchbase.com/organization/instabase,Series A,"$23,200,000","Jun 14, 2017",Early Stage Venture,,Yes,3,3
Seed Round - Yumi,https://www.crunchbase.com/funding_round/yumi-seed--26ac67d2,Yumi,https://www.crunchbase.com/organization/yumi,Seed,"$4,099,999","Jun 13, 2017",Seed,"$11,000,000",Yes,10,1
Series D - Coursera,https://www.crunchbase.com/funding_round/coursera-series-d--04c3b854,Coursera,https://www.crunchbase.com/organization/coursera,Series D,"$64,000,000","Jun 7, 2017",Late Stage Venture,"$736,000,000",Yes,7,2
Venture Round - Yubico,https://www.crunchbase.com/funding_round/yubico-series-unknown--bd3622ce,Yubico,https://www.crunchbase.com/organization/yubico,Venture - Series Unknown,"$30,000,000","Jun 7, 2017",,,Yes,3,
Series B - Scout RFP,https://www.crunchbase.com/funding_round/scout-rfp-series-b--abe0b512,Scout RFP,https://www.crunchbase.com/organization/scout-rfp,Series B,"$15,500,000","Jun 7, 2017",Early Stage Venture,,Yes,2,2
Series A - Tulip Interfaces,https://www.crunchbase.com/funding_round/tulip-interfaces-series-a--1327f0b6,Tulip Interfaces,https://www.crunchbase.com/organization/tulip-interfaces,Series A,"$13,000,000","Jun 6, 2017",Early Stage Venture,,Yes,2,1
Series C - EarLens,https://www.crunchbase.com/funding_round/earlens-series-c--15c898a4,EarLens,https://www.crunchbase.com/organization/earlens,Series C,"$73,000,000","Jun 5, 2017",Late Stage Venture,,Yes,10,1
Venture Round - Illumitex,https://www.crunchbase.com/funding_round/illumitex-series-unknown--04cb894a,Illumitex,https://www.crunchbase.com/organization/illumitex,Venture - Series Unknown,"$3,996,412","Jun 5, 2017",,,Yes,2,1
Seed Round - Greenlight Financial Technology,https://www.crunchbase.com/funding_round/greenlight-4-seed--91b1e198,Greenlight Financial Technology,https://www.crunchbase.com/organization/greenlight-4,Seed,"$7,500,000","Jun 2, 2017",Seed,,Yes,5,2
Series B - Bright Health,https://www.crunchbase.com/funding_round/bright-health-series-b--1ba500dc,Bright Health,https://www.crunchbase.com/organization/bright-health,Series B,"$160,000,000","Jun 1, 2017",Early Stage Venture,,Yes,8,4
Series B - StreamSets,https://www.crunchbase.com/funding_round/streamsets-series-b--5d7cef55,StreamSets,https://www.crunchbase.com/organization/streamsets,Series B,"$20,000,000","May 31, 2017",Early Stage Venture,,Yes,3,1
Post-IPO Equity - Senseonics,https://www.crunchbase.com/funding_round/senseonics-post-ipo-equity--77f19497,Senseonics,https://www.crunchbase.com/organization/senseonics,Post-IPO Equity,"$41,000,000","May 31, 2017",,,Yes,2,
Series A - OrphoMed,https://www.crunchbase.com/funding_round/orphomed-series-a--a934220c,OrphoMed,https://www.crunchbase.com/organization/orphomed,Series A,"$39,000,000","May 24, 2017",Early Stage Venture,,Yes,5,3
Venture Round - Frontier Car Group,https://www.crunchbase.com/funding_round/frontier-cars-group-series-unknown--b84bb011,Frontier Car Group,https://www.crunchbase.com/organization/frontier-cars-group,Venture - Series Unknown,"$22,000,000","May 23, 2017",,,Yes,8,2
Series B - Echodyne,https://www.crunchbase.com/funding_round/echodyne-series-b--da02513f,Echodyne,https://www.crunchbase.com/organization/echodyne,Series B,"$29,000,000","May 22, 2017",Early Stage Venture,,Yes,6,1
Venture Round - Blispay,https://www.crunchbase.com/funding_round/blispay-series-unknown--ac51ecf9,Blispay,https://www.crunchbase.com/organization/blispay,Venture - Series Unknown,"$12,000,000","May 22, 2017",,,Yes,5,2
Series C - Synlogic,https://www.crunchbase.com/funding_round/synlogic-series-c--c1a371b4,Synlogic,https://www.crunchbase.com/organization/synlogic,Series C,"$42,000,000","May 16, 2017",Late Stage Venture,,Yes,11,4
Series B - Fetchr,https://www.crunchbase.com/funding_round/fetchr-series-b--d04410f2,Fetchr,https://www.crunchbase.com/organization/fetchr,Series B,"$41,000,000","May 16, 2017",Early Stage Venture,,Yes,9,2
Seed Round - Nordsense Inc.,https://www.crunchbase.com/funding_round/nordsense-seed--0b8b743d,Nordsense Inc.,https://www.crunchbase.com/organization/nordsense,Seed,"$2,125,000","May 15, 2017",Seed,,Yes,7,3
Venture Round - Intrinsic Therapeutics,https://www.crunchbase.com/funding_round/intrinsic-therapeutics-series-unknown--0c55f099,Intrinsic Therapeutics,https://www.crunchbase.com/organization/intrinsic-therapeutics,Venture - Series Unknown,"$28,000,000","May 10, 2017",,,Yes,2,1
Seed Round - Simple Habit,https://www.crunchbase.com/funding_round/simple-habit-seed--7e2e1489,Simple Habit,https://www.crunchbase.com/organization/simple-habit,Seed,"$2,500,000","May 9, 2017",Seed,,Yes,9,
Series B - Heap,https://www.crunchbase.com/funding_round/heap-series-b--ac55d232,Heap,https://www.crunchbase.com/organization/heap,Series B,"$27,000,000","May 4, 2017",Early Stage Venture,,Yes,4,2
Venture Round - Radiology Partners,https://www.crunchbase.com/funding_round/radiology-partners-series-unknown--d3a7799f,Radiology Partners,https://www.crunchbase.com/organization/radiology-partners,Venture - Series Unknown,"$200,000,000","May 3, 2017",,,Yes,2,1
Venture Round - Advanced Cardiac Therapeutics,https://www.crunchbase.com/funding_round/advanced-cardiac-therapeutics-series-unknown--1bcc4a2f,Advanced Cardiac Therapeutics,https://www.crunchbase.com/organization/advanced-cardiac-therapeutics,Venture - Series Unknown,"$45,000,000","May 2, 2017",,,Yes,3,1
Series A - Bonsai,https://www.crunchbase.com/funding_round/bonsai-ai-series-a--0715cbe4,Bonsai,https://www.crunchbase.com/organization/bonsai-ai,Series A,"$7,600,000","May 2, 2017",Early Stage Venture,,Yes,6,
Series A - Cars45,https://www.crunchbase.com/funding_round/cars45-series-a--4d51d14b,Cars45,https://www.crunchbase.com/organization/cars45,Series A,"$5,000,000","May 1, 2017",Early Stage Venture,,Yes,5,
Series B - ChromaCode,https://www.crunchbase.com/funding_round/chromacode-series-b--e0d1ab99,ChromaCode,https://www.crunchbase.com/organization/chromacode,Series B,"$12,000,000","Apr 27, 2017",Early Stage Venture,,Yes,3,
Series C - Robinhood,https://www.crunchbase.com/funding_round/analyst-series-c--bdbc06ba,Robinhood,https://www.crunchbase.com/organization/analyst,Series C,"$110,000,000","Apr 26, 2017",Late Stage Venture,"$1,190,000,000",Yes,5,3
Series C - Gladly Software,https://www.crunchbase.com/funding_round/gladly-software-series-c--fb5977ee,Gladly Software,https://www.crunchbase.com/organization/gladly-software,Series C,"$36,000,000","Apr 20, 2017",Late Stage Venture,,Yes,3,1
Series C - Reltio,https://www.crunchbase.com/funding_round/reltio-series-c--6f123f8c,Reltio,https://www.crunchbase.com/organization/reltio,Series C,"$40,000,000","Apr 18, 2017",Late Stage Venture,,Yes,4,1
Series C - Branch,https://www.crunchbase.com/funding_round/branch-metrics-series-c--cd1fd82e,Branch,https://www.crunchbase.com/organization/branch-metrics,Series C,"$60,000,000","Apr 10, 2017",Late Stage Venture,,Yes,9,2
Series B - Upskill (formerly APX Labs),https://www.crunchbase.com/funding_round/apx-labs-series-b--b1676ae3,Upskill (formerly APX Labs),https://www.crunchbase.com/organization/apx-labs,Series B,,"Apr 5, 2017",Early Stage Venture,,Yes,6,2
Series A - The.Wing,https://www.crunchbase.com/funding_round/the-wing-series-a--27f95a45,The.Wing,https://www.crunchbase.com/organization/the-wing,Series A,"$8,000,000","Apr 5, 2017",Early Stage Venture,,Yes,5,1
Series B - MapD,https://www.crunchbase.com/funding_round/mapd-series-b--f5340251,MapD,https://www.crunchbase.com/organization/mapd,Series B,"$25,000,000","Mar 29, 2017",Early Stage Venture,,Yes,4,
Series C - MasterClass,https://www.crunchbase.com/funding_round/masterclass-series-c--4f9625b6,MasterClass,https://www.crunchbase.com/organization/masterclass,Series C,"$35,000,000","Mar 28, 2017",Late Stage Venture,,Yes,12,3
Seed Round - Syllable,https://www.crunchbase.com/funding_round/syllable-seed--c1cdb520,Syllable,https://www.crunchbase.com/organization/syllable,Seed,,"Mar 27, 2017",Seed,,Yes,3,
