Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Number of Investors,Number of Partner Investors,Equity Only Funding
Series A - Mitra Biotech,https://www.crunchbase.com/funding_round/mitra-biotech-series-a--b506dac6,Mitra Biotech,https://www.crunchbase.com/organization/mitra-biotech,Series A,"$2,200,000","Apr 28, 2010",Early Stage Venture,,3,2,Yes
Series C - LearnVest,https://www.crunchbase.com/funding_round/learnvest-series-c--43c4c368,LearnVest,https://www.crunchbase.com/organization/learnvest,Series C,"$16,500,000","Jul 26, 2013",Late Stage Venture,,6,1,Yes
Series E - Azul Systems,https://www.crunchbase.com/funding_round/azul-systems-series-e--b9f7ca61,Azul Systems,https://www.crunchbase.com/organization/azul-systems,Series E,"$42,000,000","Feb 7, 2006",Late Stage Venture,,5,,Yes
Series A - Zarget,https://www.crunchbase.com/funding_round/zarget-series-a--2aeb25c7,Zarget,https://www.crunchbase.com/organization/zarget,Series A,"$6,000,000","Nov 2, 2016",Early Stage Venture,,3,,Yes
Series C - ModCloth,https://www.crunchbase.com/funding_round/modcloth-series-c--4c91b4b8,ModCloth,https://www.crunchbase.com/organization/modcloth,Series C,"$15,000,000","Jun 25, 2015",Late Stage Venture,,4,4,Yes
Series A - Split Software,https://www.crunchbase.com/funding_round/split-software-series-a--99380f89,Split Software,https://www.crunchbase.com/organization/split-software,Series A,"$8,000,000","Jan 18, 2017",Early Stage Venture,,3,4,Yes
Series A - Origami Logic,https://www.crunchbase.com/funding_round/origami-logic-series-a--8c1a373d,Origami Logic,https://www.crunchbase.com/organization/origami-logic,Series A,"$9,300,000","Nov 13, 2012",Early Stage Venture,,3,3,Yes
Series B - Tumri,https://www.crunchbase.com/funding_round/tumri-series-b--ed11110f,Tumri,https://www.crunchbase.com/organization/tumri,Series B,"$10,000,000","Jun 1, 2007",Early Stage Venture,,3,1,Yes
Series B - Autoquake,https://www.crunchbase.com/funding_round/autoquake-series-b--067d143d,Autoquake,https://www.crunchbase.com/organization/autoquake,Series B,"$11,890,000","May 11, 2008",Early Stage Venture,,2,3,Yes
Series F - Vertical Networks,https://www.crunchbase.com/funding_round/vertical-networks-series-f--b4145af6,Vertical Networks,https://www.crunchbase.com/organization/vertical-networks,Series F,"$15,000,000","Jun 23, 2001",Late Stage Venture,,9,,Yes
Series D - Brightcove,https://www.crunchbase.com/funding_round/brightcove-series-d--e6db920f,Brightcove,https://www.crunchbase.com/organization/brightcove,Series D,"$12,000,000","Apr 5, 2010",Late Stage Venture,,6,4,Yes
Series B - Mendocino Software,https://www.crunchbase.com/funding_round/mendocino-software-series-b--aa1873c8,Mendocino Software,https://www.crunchbase.com/organization/mendocino-software,Series B,"$18,000,000","Sep 12, 2005",Early Stage Venture,,4,,Yes
Series B - ECi Software Solutions,https://www.crunchbase.com/funding_round/eci-software-solutions-series-b--2776f61d,ECi Software Solutions,https://www.crunchbase.com/organization/eci-software-solutions,Series B,"$43,000,000","May 1, 2000",Early Stage Venture,,1,1,Yes
Series D - Xelerated,https://www.crunchbase.com/funding_round/xelerated-series-d--f9cc27bc,Xelerated,https://www.crunchbase.com/organization/xelerated,Series D,"$23,000,000","May 8, 2007",Late Stage Venture,,5,,Yes
Series B - Pontis,https://www.crunchbase.com/funding_round/pontis-series-b--74157f55,Pontis,https://www.crunchbase.com/organization/pontis,Series B,"$15,000,000","Feb 12, 2007",Early Stage Venture,,3,3,Yes
Series A - GoCardless,https://www.crunchbase.com/funding_round/gocardless-series-a--69931f65,GoCardless,https://www.crunchbase.com/organization/gocardless,Series A,"$3,300,000","Apr 18, 2013",Early Stage Venture,,2,,Yes
Series D - comScore,https://www.crunchbase.com/funding_round/comscore-series-d--8ef3d36c,comScore,https://www.crunchbase.com/organization/comscore,Series D,"$20,000,000","Jun 6, 2002",Late Stage Venture,,7,4,Yes
Series A - Moglix,https://www.crunchbase.com/funding_round/moglix-series-a--cf8a69e6,Moglix,https://www.crunchbase.com/organization/moglix,Series A,"₹280,000,000","Oct 4, 2016",Early Stage Venture,,3,2,Yes
Series A - Gigle Networks,https://www.crunchbase.com/funding_round/gigle-semiconductor-series-a--21c6afe7,Gigle Networks,https://www.crunchbase.com/organization/gigle-semiconductor,Series A,"$11,000,000","Mar 23, 2006",Early Stage Venture,,2,2,Yes
Series A - Shuddle,https://www.crunchbase.com/funding_round/shuddle-series-a--2a76ecde,Shuddle,https://www.crunchbase.com/organization/shuddle,Series A,"$9,600,000","Mar 18, 2015",Early Stage Venture,,6,1,Yes
Series D - Mode Media,https://www.crunchbase.com/funding_round/glammedia-series-d--84e723f8,Mode Media,https://www.crunchbase.com/organization/glammedia,Series D,"$65,000,000","Feb 1, 2008",Late Stage Venture,,7,3,Yes
Series A - HolidayMe,https://www.crunchbase.com/funding_round/holidayme-series-a--ed804998,HolidayMe,https://www.crunchbase.com/organization/holidayme,Series A,"$7,000,000","Oct 11, 2016",Early Stage Venture,,3,,Yes
Series F - Couchbase,https://www.crunchbase.com/funding_round/couchbase-series-f--2743d32e,Couchbase,https://www.crunchbase.com/organization/couchbase,Series F,"$30,000,000","Mar 15, 2016",Late Stage Venture,,7,7,Yes
Series B - MemSQL,https://www.crunchbase.com/funding_round/memsql-series-b--ff68be49,MemSQL,https://www.crunchbase.com/organization/memsql,Series B,"$35,000,000","Jan 22, 2014",Early Stage Venture,,4,2,Yes
Series B - BaubleBar,https://www.crunchbase.com/funding_round/baublebar-series-b--12266101,BaubleBar,https://www.crunchbase.com/organization/baublebar,Series B,"$10,000,000","Jul 29, 2014",Early Stage Venture,,7,1,Yes
Series C - BlueJeans Network,https://www.crunchbase.com/funding_round/blue-jeans-network-series-c--c8f69a24,BlueJeans Network,https://www.crunchbase.com/organization/blue-jeans-network,Series C,"$25,000,000","Jun 27, 2012",Late Stage Venture,,3,4,Yes
Series C - Trapeze Networks,https://www.crunchbase.com/funding_round/trapeze-networks-series-c--ec1a86d7,Trapeze Networks,https://www.crunchbase.com/organization/trapeze-networks,Series C,"$13,620,000","Mar 31, 2005",Late Stage Venture,,5,,Yes
Series A - migme,https://www.crunchbase.com/funding_round/mig-me-series-a--53c65230,migme,https://www.crunchbase.com/organization/mig-me,Series A,"$10,000,000","May 7, 2007",Early Stage Venture,,3,2,Yes
Series C - Qwilt,https://www.crunchbase.com/funding_round/qwilt-series-c--cc29e33a,Qwilt,https://www.crunchbase.com/organization/qwilt,Series C,"$16,000,000","Jul 29, 2013",Late Stage Venture,,4,4,Yes
Series E - Nimble Storage,https://www.crunchbase.com/funding_round/nimble-storage-series-e--66f94d40,Nimble Storage,https://www.crunchbase.com/organization/nimble-storage,Series E,"$40,700,000","Sep 10, 2012",Late Stage Venture,,7,8,Yes
Series B - KnCMiner,https://www.crunchbase.com/funding_round/kncminer-series-b--f20bd2cd,KnCMiner,https://www.crunchbase.com/organization/kncminer,Series B,"$15,000,000","Feb 3, 2015",Early Stage Venture,,4,1,Yes
Series B - Raptr,https://www.crunchbase.com/funding_round/raptr-series-b--037d2a8b,Raptr,https://www.crunchbase.com/organization/raptr,Series B,"$15,000,000","Feb 10, 2011",Early Stage Venture,,3,1,Yes
Series B - letgo,https://www.crunchbase.com/funding_round/letgo-series-b--2e0abc5b,letgo,https://www.crunchbase.com/organization/letgo,Series B,"$100,000,000","May 12, 2016",Early Stage Venture,,10,2,Yes
Series C - Mode Media,https://www.crunchbase.com/funding_round/glammedia-series-c--3ce1861a,Mode Media,https://www.crunchbase.com/organization/glammedia,Series C,"$18,500,000","Dec 1, 2006",Late Stage Venture,,5,3,Yes
Series A - BaubleBar,https://www.crunchbase.com/funding_round/baublebar-series-a--c6b09df7,BaubleBar,https://www.crunchbase.com/organization/baublebar,Series A,"$4,500,000","Jul 23, 2012",Early Stage Venture,,2,1,Yes
Series C - 2Wire,https://www.crunchbase.com/funding_round/2wire-series-c--a1a20425,2Wire,https://www.crunchbase.com/organization/2wire,Series C,"$53,500,000","Apr 24, 2000",Late Stage Venture,,11,1,Yes
Series B - Joyus,https://www.crunchbase.com/funding_round/joyus-series-b--fd784472,Joyus,https://www.crunchbase.com/organization/joyus,Series B,"$11,500,000","May 5, 2013",Early Stage Venture,,4,1,Yes
Series B - Chargebee,https://www.crunchbase.com/funding_round/chargebee-series-b--0f988930,Chargebee,https://www.crunchbase.com/organization/chargebee,Series B,"$5,000,000","Mar 3, 2015",Early Stage Venture,,2,1,Yes
Series A - Smartpay,https://www.crunchbase.com/funding_round/shanghai-smartpay-series-a--c533a39d,Smartpay,https://www.crunchbase.com/organization/shanghai-smartpay,Series A,"$10,000,000","Aug 15, 2005",Early Stage Venture,,4,,Yes
Series A - Causata,https://www.crunchbase.com/funding_round/causata-series-a--35fd3be4,Causata,https://www.crunchbase.com/organization/causata,Series A,"$4,500,000","Oct 5, 2009",Early Stage Venture,,1,,Yes
Series B - Coverfox Insurance,https://www.crunchbase.com/funding_round/coverfox-insurance-broking-series-b--f5078f3a,Coverfox Insurance,https://www.crunchbase.com/organization/coverfox-insurance-broking,Series B,"$12,000,000","Apr 24, 2015",Early Stage Venture,,2,,Yes
Series B - RayV (acquired by Yahoo!),https://www.crunchbase.com/funding_round/rayv-series-b--7f5cfa89,RayV (acquired by Yahoo!),https://www.crunchbase.com/organization/rayv,Series B,"$8,000,000","Oct 1, 2007",Early Stage Venture,,1,,Yes
Seed Round - Sentry,https://www.crunchbase.com/funding_round/sentry-seed--4b51af6c,Sentry,https://www.crunchbase.com/organization/sentry,Seed,"$1,500,000","Aug 9, 2015",Seed,,2,,Yes
Series A - Code42,https://www.crunchbase.com/funding_round/code-42-software-series-a--e41d2750,Code42,https://www.crunchbase.com/organization/code-42-software,Series A,"$52,500,000","Jan 17, 2012",Early Stage Venture,,2,1,Yes
Series B - Calastone,https://www.crunchbase.com/funding_round/calastone-series-b--c3186a13,Calastone,https://www.crunchbase.com/organization/calastone,Series B,"$18,000,000","Sep 11, 2013",Early Stage Venture,,2,2,Yes
Seed Round - Clinkle,https://www.crunchbase.com/funding_round/clinkle-seed--a9500754,Clinkle,https://www.crunchbase.com/organization/clinkle,Seed,"$25,000,000","Jun 27, 2013",Seed,,19,,Yes
Series D - Cape Clear Software,https://www.crunchbase.com/funding_round/cape-clear-software-series-d--d0613dff,Cape Clear Software,https://www.crunchbase.com/organization/cape-clear-software,Series D,"$15,000,000","Apr 18, 2006",Late Stage Venture,,4,4,Yes
Series B - Entrisphere,https://www.crunchbase.com/funding_round/entrisphere-series-b--5ef17953,Entrisphere,https://www.crunchbase.com/organization/entrisphere,Series B,"$33,000,000","Sep 11, 2002",Early Stage Venture,,6,,Yes
Series C - ForgeRock,https://www.crunchbase.com/funding_round/forgerock-series-c--b94561af,ForgeRock,https://www.crunchbase.com/organization/forgerock,Series C,"$30,000,000","Jun 10, 2014",Late Stage Venture,,3,3,Yes
Series A - Job Today,https://www.crunchbase.com/funding_round/job-today-series-a--cac059c9,Job Today,https://www.crunchbase.com/organization/job-today,Series A,"$10,000,000","Jan 27, 2016",Early Stage Venture,,3,,Yes
Series B - BlueJeans Network,https://www.crunchbase.com/funding_round/blue-jeans-network-series-b--5265f9d0,BlueJeans Network,https://www.crunchbase.com/organization/blue-jeans-network,Series B,"$18,000,000","Apr 1, 2011",Early Stage Venture,,3,3,Yes
Series C - OpenX,https://www.crunchbase.com/funding_round/openx-series-c--f8548959,OpenX,https://www.crunchbase.com/organization/openx,Series C,"$10,000,000","May 26, 2009",Late Stage Venture,,6,3,Yes
Series B - Origene Technologies,https://www.crunchbase.com/funding_round/origene-technologies-series-b--46eaca0e,Origene Technologies,https://www.crunchbase.com/organization/origene-technologies,Series B,"$16,000,000","Mar 24, 2010",Early Stage Venture,,5,,Yes
Series A - Curejoy,https://www.crunchbase.com/funding_round/curejoy-series-a--0da26e88,Curejoy,https://www.crunchbase.com/organization/curejoy,Series A,"$4,400,000","Jun 14, 2016",Early Stage Venture,,1,,Yes
Series B - Responsys,https://www.crunchbase.com/funding_round/responsys-series-b--bb4128b9,Responsys,https://www.crunchbase.com/organization/responsys,Series B,"$22,500,000","Feb 15, 2000",Early Stage Venture,,3,2,Yes
Series A - Teabox,https://www.crunchbase.com/funding_round/teabox-series-a--e1caa7e7,Teabox,https://www.crunchbase.com/organization/teabox,Series A,"$6,000,000","Mar 24, 2015",Early Stage Venture,,4,1,Yes
Series B - Icera,https://www.crunchbase.com/funding_round/icera-series-b--e16444ed,Icera,https://www.crunchbase.com/organization/icera,Series B,"$22,500,000","Jul 14, 2004",Early Stage Venture,,3,,Yes
Series A - Keen Systems,https://www.crunchbase.com/funding_round/keen-systems-series-a--00d7404c,Keen Systems,https://www.crunchbase.com/organization/keen-systems,Series A,"$1,625,000","Jan 13, 2014",Early Stage Venture,,5,1,Yes
Series D - Prosper,https://www.crunchbase.com/funding_round/prosper-series-d--2f58a8d3,Prosper,https://www.crunchbase.com/organization/prosper,Series D,"$14,700,000","Apr 16, 2010",Late Stage Venture,,9,4,Yes
Series C - Wetpaint,https://www.crunchbase.com/funding_round/wetpaint-series-c--6e02dcbf,Wetpaint,https://www.crunchbase.com/organization/wetpaint,Series C,"$25,000,000","May 19, 2008",Late Stage Venture,,4,3,Yes
Series C - ModCloth,https://www.crunchbase.com/funding_round/modcloth-series-c--55a78e8f,ModCloth,https://www.crunchbase.com/organization/modcloth,Series C,"$25,000,000","May 15, 2012",Late Stage Venture,,5,4,Yes
Series A - Playfish,https://www.crunchbase.com/funding_round/playfish-series-a--7b1a535e,Playfish,https://www.crunchbase.com/organization/playfish,Series A,"$1,000,000","Jul 1, 2008",Early Stage Venture,,1,1,Yes
Series A - Wyzant,https://www.crunchbase.com/funding_round/wyzant-com-series-a--d340f441,Wyzant,https://www.crunchbase.com/organization/wyzant-com,Series A,"$21,500,000","Dec 17, 2013",Early Stage Venture,,1,2,Yes
Series A - Rovio Entertainment,https://www.crunchbase.com/funding_round/rovio-entertainment-series-a--7ebc8e69,Rovio Entertainment,https://www.crunchbase.com/organization/rovio-entertainment,Series A,"$42,000,000","Mar 10, 2011",Early Stage Venture,,3,3,Yes
Series C - Transera Communications,https://www.crunchbase.com/funding_round/transera-communications-series-c--e73cba37,Transera Communications,https://www.crunchbase.com/organization/transera-communications,Series C,"$17,000,000","Apr 1, 2009",Late Stage Venture,,4,2,Yes
Series A - myThings,https://www.crunchbase.com/funding_round/mythings-series-a--4327f9e5,myThings,https://www.crunchbase.com/organization/mythings,Series A,"$8,000,000","Apr 1, 2006",Early Stage Venture,,2,1,Yes
Series A - StreamSets,https://www.crunchbase.com/funding_round/streamsets-series-a--cf221426,StreamSets,https://www.crunchbase.com/organization/streamsets,Series A,"$12,500,000","Sep 24, 2015",Early Stage Venture,,5,,Yes
Series B - Duetto,https://www.crunchbase.com/funding_round/duetto-research-series-b--8a21ebf1,Duetto,https://www.crunchbase.com/organization/duetto-research,Series B,"$21,000,000","Jul 9, 2014",Early Stage Venture,,6,2,Yes
Series F - Etsy,https://www.crunchbase.com/funding_round/etsy-series-f--fab665c0,Etsy,https://www.crunchbase.com/organization/etsy,Series F,"$40,000,000","May 9, 2012",Late Stage Venture,,6,4,Yes
Series B - ForgeRock,https://www.crunchbase.com/funding_round/forgerock-series-b--dd8b6293,ForgeRock,https://www.crunchbase.com/organization/forgerock,Series B,"$15,165,000","Apr 9, 2013",Early Stage Venture,,2,2,Yes
Series C - Funding Circle,https://www.crunchbase.com/funding_round/funding-circle-series-c--a89fb846,Funding Circle,https://www.crunchbase.com/organization/funding-circle,Series C,"$37,000,000","Oct 23, 2013",Late Stage Venture,,4,3,Yes
Series A - Mind Candy,https://www.crunchbase.com/funding_round/mind-candy-series-a--c6a873b4,Mind Candy,https://www.crunchbase.com/organization/mind-candy,Series A,"$7,000,000","Oct 29, 2006",Early Stage Venture,,3,2,Yes
Series A - Checkr,https://www.crunchbase.com/funding_round/checkr-series-a--96368488,Checkr,https://www.crunchbase.com/organization/checkr,Series A,"$9,000,000","Oct 14, 2014",Early Stage Venture,,17,2,Yes
Series C - Power2SME,https://www.crunchbase.com/funding_round/power2sme-series-c--a974def4,Power2SME,https://www.crunchbase.com/organization/power2sme,Series C,"$6,800,000","Sep 15, 2014",Late Stage Venture,,3,2,Yes
Series A - RelateIQ,https://www.crunchbase.com/funding_round/relateiq-series-a--67f54045,RelateIQ,https://www.crunchbase.com/organization/relateiq,Series A,"$9,000,000","Jan 1, 2013",Early Stage Venture,,5,1,Yes
Series A - Elo7,https://www.crunchbase.com/funding_round/elo7-series-a--8faf081c,Elo7,https://www.crunchbase.com/organization/elo7,Series A,"$2,000,000","Oct 11, 2011",Early Stage Venture,,2,,Yes
Series B - Qubit,https://www.crunchbase.com/funding_round/qubit-series-b--5ef9ae51,Qubit,https://www.crunchbase.com/organization/qubit,Series B,"$26,000,000","Sep 29, 2014",Early Stage Venture,,2,2,Yes
Series B - PillPack,https://www.crunchbase.com/funding_round/pillpack-series-b--96e04828,PillPack,https://www.crunchbase.com/organization/pillpack,Series B,"$8,750,000","Oct 9, 2014",Early Stage Venture,,7,2,Yes
Seed Round - Teabox,https://www.crunchbase.com/funding_round/teabox-seed--0cc1a0b5,Teabox,https://www.crunchbase.com/organization/teabox,Seed,"$1,000,000","Mar 14, 2014",Seed,,1,,Yes
