Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Grant - MOVE Systems,https://www.crunchbase.com/funding_round/move-systems-grant--52858003,MOVE Systems,https://www.crunchbase.com/organization/move-systems,Grant,"$384,980","Apr 29, 2016",,,No,1,
Grant - Energetics,https://www.crunchbase.com/funding_round/energetics-grant--3888c9e0,Energetics,https://www.crunchbase.com/organization/energetics,Grant,"$99,505","Apr 25, 2016",,,No,1,
Grant - CALSTART,https://www.crunchbase.com/funding_round/calstart-grant--0318d288,CALSTART,https://www.crunchbase.com/organization/calstart,Grant,"$50,000","Apr 4, 2016",,,No,1,
Grant - Applied Power Systems,https://www.crunchbase.com/funding_round/applied-power-systems-grant--c85294bd,Applied Power Systems,https://www.crunchbase.com/organization/applied-power-systems,Grant,"$205,686","Mar 15, 2016",,,No,1,
Grant - BAE Systems,https://www.crunchbase.com/funding_round/bae-systems-grant--cd985fd0,BAE Systems,https://www.crunchbase.com/organization/bae-systems,Grant,"$415,000","Mar 15, 2016",,,No,1,
Grant - Sentient Science,https://www.crunchbase.com/funding_round/sentient-science-grant--d491d700,Sentient Science,https://www.crunchbase.com/organization/sentient-science,Grant,"$199,960","Feb 12, 2016",,,No,1,
Grant - Unilux Advanced Manufacturing,https://www.crunchbase.com/funding_round/unilux-advanced-manufacturing-grant--75c8331b,Unilux Advanced Manufacturing,https://www.crunchbase.com/organization/unilux-advanced-manufacturing,Grant,"$500,000","Dec 21, 2015",,,No,1,
Grant - Cadenza Innovation,https://www.crunchbase.com/funding_round/cadenza-innovation-grant--fb1c7181,Cadenza Innovation,https://www.crunchbase.com/organization/cadenza-innovation,Grant,"$500,000","Dec 8, 2015",,,No,1,
Grant - Autronic Plastics,https://www.crunchbase.com/funding_round/autronic-plastics-grant--d07917f7,Autronic Plastics,https://www.crunchbase.com/organization/autronic-plastics,Grant,"$299,365","Dec 8, 2015",,,No,1,
Grant - Hydronic Specialty Supply,https://www.crunchbase.com/funding_round/hydronic-specialty-supply-grant--6154e45a,Hydronic Specialty Supply,https://www.crunchbase.com/organization/hydronic-specialty-supply,Grant,"$247,720","Dec 7, 2015",,,No,1,
Grant - Bright Power,https://www.crunchbase.com/funding_round/bright-power-grant--867d4756,Bright Power,https://www.crunchbase.com/organization/bright-power,Grant,"$301,500","Dec 2, 2015",,,No,1,
Grant - VARTA Microbattery,https://www.crunchbase.com/funding_round/varta-microbattery-grant--396ef6f4,VARTA Microbattery,https://www.crunchbase.com/organization/varta-microbattery,Grant,"$250,000","Nov 25, 2015",,,No,1,
Grant - Helix Power,https://www.crunchbase.com/funding_round/helix-power-grant--1a8f9140,Helix Power,https://www.crunchbase.com/organization/helix-power,Grant,"$2,500,000","Nov 4, 2015",,,No,1,
Grant - GE Fuel Cells,https://www.crunchbase.com/funding_round/ge-fuel-cells-grant--3096fb78,GE Fuel Cells,https://www.crunchbase.com/organization/ge-fuel-cells,Grant,"$3,999,615","Nov 4, 2015",,,No,1,
Grant - New West Technologies,https://www.crunchbase.com/funding_round/new-west-technologies-grant--6acbf941,New West Technologies,https://www.crunchbase.com/organization/new-west-technologies,Grant,"$4,676","Oct 29, 2015",,,No,1,
Grant - Ruby Mountain,https://www.crunchbase.com/funding_round/ruby-mountain-grant--22adc98f,Ruby Mountain,https://www.crunchbase.com/organization/ruby-mountain,Grant,"$49,550","Oct 21, 2015",,,No,1,
Grant - Actasys,https://www.crunchbase.com/funding_round/actasys-grant--4efc8ed8,Actasys,https://www.crunchbase.com/organization/actasys,Grant,"$100,000","Oct 13, 2015",,,No,1,
Grant - OLEDWorks,https://www.crunchbase.com/funding_round/oledworks-grant--b1e234c0,OLEDWorks,https://www.crunchbase.com/organization/oledworks,Grant,"$989,924","Oct 7, 2015",,,No,1,
